iso_2,lyrics,iso_a3
PT," Heroes of the sea, noble race, Valiant and immortal nation, Now is the hour to raise up on high once more Portugal’s splendour From out of the mists of memory, Oh Homeland, we hear the voices Of your great forefathers That shall lead you on to victory!  To arms, to arms On land and sea! To arms, to arms To fight for our Homeland! To march against the enemy guns!  Unfurl the unconquerable flag In the bright light of your sky! Cry out all Europe and the whole world That Portugal has not perished Your happy land is kissed By the Ocean that murmurs with love And your conquering arm Has given new worlds to the world!   Salute the Sun that rises On a smiling future: Let the echo of an insult be The signal for our revival The rays of that powerful dawn Are like a mother’s kisses That protect us and support us Against the insults of fate ",PRT
PW," Palau is coming forth with strength and power By her old ways abides still every hour One country, safe, secure, one government Under the glowing floating soft light stands  Let’s build our economy’s protecting fence With courage, faithfulness and diligence Our life is anchored in Palau, our land We with our might through life and death defend  In spirit let’s join hands, united, one Care for our homeland…from forefathers on Look after its concord, its glory keep Through peace and love and heart’s devotion deep  God bless our country, our island home always Our sweet inheritance from ancient days Give us strength and power and all the rights To govern with to all eternity",PLW
PY," For three centuries a reign oppressed The unhappy peoples of America, But one day, their anger aroused, they said: “An end to this!” and broke the reign Our forefathers, fighting magnificently, Displayed their martial glory, And when the august diadem was shattered, They raised the triumphal cap of liberty  Paraguayans, Republic or death! It was our strength that gave us our final liberty Neither tyrants nor slaves can continue, Where unity and equality reign, Where unity and equality reign  A new Rome, the Fatherland shall proudly display Two leaders of name and valor Who, rivals, like Romulus and Remus Divided government and power Long years, during which Phoebus in the clouds Saw darken the pearl of the South, Today a grand hero appears Raising up again her glory and virtue…   Europe and the world salute her with applause And also acclaim Invincible bastion of heroism, Magnificent Eden of riches (But) when discord rumbled all around Which fatally devoured other Peoples, Paraguayans, the sacred ground Was covered by an angel with its wings   Oh, how pure, of laurel girded Sweet Fatherland, in this manner you show yourself In your ensign one sees the colors Of sapphire, diamond, and ruby In your coat of arms, which the Sun illuminates, Under the cap, one sees the lion Double image of the strong and the free, And of glories, the memory and crest   From the tomb of vile feudalism The national Deity rises free; Oppressors, bend your knees! Compatriots, entone the hymn! Sound the cry, “Republic or death”! Our breasts exhale it with faith, And the mountains repeat its echoes Like giants arising   Our Fatherland defends liberty and justice; Tyrants: listen! The laws in its sacred charter Will sustain its heroism in the fight Against the world, if the world opposes it, If the world dares to insult her security, Battling to avenge we shall know her Or die embracing her   Arise, oh People, your splendid sword That strikes with sparkles of God, There is no middle ground between free or slave And an abyss divides the two In the gentle breezes the Hymn resounds, Repeating with triumphal echo: For the free, renowned glory! For the Fatherland, immortal laurel! ",PRY
QA," Swearing by God who erected the sky Swearing by God who spread the light Qatar will always be free Sublimed by the souls of the sinceres  Procede thou on the manners of the ascendants And advance on Prophet’s guidance In my heart, Qatar is an epic of glory and dignity Qatar is land of the early men Who protect us at time of distress, Doves they can be at times of peace, Warriors they are at times of sacrifice ",QAT
RE," I remember that my beloved mother Gave me a little bouquet It has faded long ago I remember it like it is far away  I remember that my beloved mother Gave me a little bouquet It has faded long ago I remember it like it is far away  Little faded flower, Little loved flower Will you hold me forever,  Like love?  Little faded flower, Little loved flower Will you hold me forever,  Like love?  I walked in the forest It was nice, it was cool The grass had dew In the sky a bird singing  I walked in the forest It was nice, it was cool The grass had dew In the sky a bird singing   Since then, time has passed It remains a sweet memory When I think, my heart is broken Everything here below, as it must end  Since then, time has passed It remains a sweet memory When I think, my heart is broken Everything here below, as it must end ",REU
RO," Wake up, Romanian, from your deadly sleep Into which you’ve been sunk by the barbaric tyrants Now, or never, your fate renew, To which your enemies will bow to  Now or never let’s give proof to the world That in these veins still flows a Roman blood, That in our chests we still maintain our pride in a name The victor in his battles, the name of Trajan!  Watch on, shadows of highnesses, Mihai, Stefan, Corvinus, The Romanian Nation, your great grandchildren, With weapons in their arms, with your fire in their veins, “Life in freedom or death!” shout all  Priests, lead with your crucifixes! Because our army is Christian, The motto is Liberty and its goal is holy, Better to die in battle, in full glory, Than to once again be slaves upon our ancient ground!",ROU
RS," God of Justice; Thou who saved us when in deepest bondage cast, Hear Thy Serbian children’s voices, Be our help as in the past  With Thy mighty hand sustain us, Still our rugged pathway trace; God, our hope; protect and cherish Serbian country and Serbian race! God, our hope; protect and cherish Serbian country and Serbian race!  Bind in closest links our kindred Teach the love that will not fail, May the loathed fiend of discord Never in our ranks prevail  Let the golden fruits of union Our young tree of freedom grace; God, our Master! guide and prosper Serbian country and Serbian race God, our Master! guide and prosper Serbian country and Serbian race  Lord! Avert from us Thy vengeance, Thunder of Thy dreaded ire; Bless each Serbian town and hamlet, Mountain, meadow, heart and spire  When our host goes forth to battle Death or victory to embrace- God of armies! be our leader Strengthen then the Serbian race God of armies! be our leader Strengthen then the Serbian race  On our sepulchre of ages Breaks the resurrection morn, From the slough of direst slavery Serbia anew is born  Through five hundred years of durance We have knelt before Thy face, All our kin, O God! deliver, Thus entreats the Serbian race  All our kin, O God! deliver, Thus entreats the Serbian race",SRB
RU," Russia – our sacred stronghold, Russia – our beloved country A mighty will, a great glory Are your heritage for all times!  Be glorious, our free Motherland, Ancient union of brotherly peoples, Ancestor given wisdom of the people! Be glorious, country! We take pride in you!  From the southern seas to the polar region Spread our forests and our fields You are one in the world! You are one of a kind, Native land protected by God!   A broad expanse for dreams and for lives Is opened to us by the coming years Our faith in our Motherland gives us strength So it was, so it is, and so it will always be! ",RUS
RW," Rwanda, our beautiful and dear country Adorned of hills, lakes and volcanoes  Motherland, would be always filled of happiness  Us all your children: Abanyarwanda Let us sing your glare and proclaim your high facts  You, maternal bosom of us all  Would be admired forever, prosperous and cover of praises  Invaluable heritage, that God protects to you  You filled us priceless goods  Our common culture identifies us  Our single language unifies us  That our intelligence, our conscience and our forces  Fill you with varied riches For an unceasingly renewed development  Our valorous ancestors Gave themselves bodies and souls  As far as making you a big nation You overcame the colonial-imperialistic yoke That has devastated Africa entirely And has your joy of your sovereign independence Acquired that constantly we will defend   Maintain this cape, beloved Rwanda, Standing, we commit for you So that peace reigns countrywide That you are free of all hindrance That your determination hires progress That you have excellent relations with all countries And that finally your pride is worth your esteem",RWA
SA,"Hasten to glory and supremacy! Glorify the Creator of the heavens And raise the green, fluttering flag, Carrying the emblem of Light! Repeat – God is greatest! O my country, My country, may you always live, The glory of all Muslims! Long live the King, For the flag and the country!",SAU
SB,"God save our Solomon Islands from shore to shore Bless all her people and her Lands With Your protecting hands Joy, Peace, Progress and Prosperity; That men should brothers be, make nations see Our Solomon Islands, Our Solomon Islands, Our Nation, Solomon Islands, Stands for evermore",SLB
SC,"Seychelles, our homeland Where we live in harmony Joy, love and peace, We thank God Let us preserve the beauty of our country And the wealth of our oceans, Which are both precious heritages For the future of our children Let us stay in unity always Under the colours of our new flag, And toghether for eternity Seychellois, Unite!",SYC
SD,"We are the army of God and of our land, We shall never fail when called to sacrifice Whether braving death, hardship or pain, We give our lives as the price of glory May this Our land, Sudan, live long, Showing all nations the way Sons of the Sudan, summoned now to serve, Shoulder the task of preserving our country",SDN
SE," Thou ancient, thou free and mountainous North Thou quiet, thou joyful beauty! I greet thee, most beautiful land upon earth, Thy sun, Thy sky and meadows green Thy sun, Thy sky and meadows green  Thou rest upon memories of great olden days, When honored thy name flew across the world, I know that thou art and will be as thou were, Yes, I want to live I want to die in the North Yes, I want to live I want to die in the North",SWE
SG,"Come, fellow Singaporeans  Let us progress towards happiness together  May our noble aspiration bring  Singapore success  Come, let us unite  In a new spirit Let our voices soar as one Onward Singapore Onward Singapore  Come, let us unite  In a new spirit Let our voices soar as one Onward Singapore Onward Singapore",SGP
SH, My heart is drifting southward To my home down in the sea It’s the isle of St Helena Where my loved ones wait for me Long since I left it But I’ll soon be going home To my St Helena island And swear I’ll never roam  Diamonds they are pretty So is your fancy cars But St Helena island Is prettier by far All the wonders of this world I’m told they number seven But St Helena Island Is the nearest one to heaven  Diamonds they are pretty So is your fancy cars But St Helena island Is prettier by far Someday if the Lord above Comes out of heaven’s gate I’m sure He’ll pick St Helena And use it as His place,SHN
SI,"God’s blessing on all nations, Who long and work for that bright day, When o’er earth’s habitations No war, no strife shall hold its sway; Who long to see That all men free No more shall foes, but neighbours be!",SVN
SK," There’s lightning over the Tatras, thunderclaps wildly beat There’s lightning over the Tatras, thunderclaps wildly beat Let us stop them, brothers, They’ll just disappear, the Slovaks will revive Let us stop them, brothers, They’ll just disappear, the Slovaks will revive  That Slovakia of ours has been fast asleep so far That Slovakia of ours has been fast asleep so far But the thunder’s lightning is rousing it to come awake But the thunder’s lightning is rousing it to come awake",SVK
SL," High we exalt thee, realm of the free; Great is the love we have for thee; Firmly united ever we stand, Singing thy praise, O native land We raise up our hearts and our voices on high, The hills and the valleys re-echo our cry; Blessing and peace be ever thine own, Land that we love, our Sierra Leone   One with a faith that wisdom inspires, One with a zeal that never tires; Ever we seek to honour thy name, Ours is the labour, thine the fame We pray that no harm on thy children may fall, That blessing and peace may descend on us all; So may we serve thee ever alone, Land that we love, our Sierra Leone   Knowledge and truth our forefathers spread, Mighty the nations whom they led; Mighty they made thee, so too may we Show forth the good that is ever in thee We pledge our devotion, our strength and our might, Thy cause to defend and to stand for thy right; All that we have be ever thine own, Land that we love, our Sierra Leone",SLE
SN," Sound, all of you, your Koras,  Beat the drums,  The red Lion has roared, The Tamer of the bush with one leap has rushed forward Scattering the gloom Light on our terrors, Light on our hopes Arise, brothers, behold Africa united!  Fibres of my green heart Shoulder to shoulder, O people of Senegal, more than brothers to me, arise! Unite the sea and the springs, Unite the steppe and the forest! Hail, mother Africa, Hail, mother Africa!   Senegal, thou son of the Lion Arise in the night with great speed, Restore, oh, restore to us the honour of our ancestors, Magnificent as ebony and strong as muscles! We are a straight people-the sword has no fault   Senegal, we make your great design our own: To gather the chicks, sheltering them from kites, To make from them, from East to West, from North to South, A people rising as one, in seamless unity, Yet a people facing all the winds of the earth   Senegal, like thee, like all our heroes, We will be stern without hatred, and with open arms The sword we will put peacefully in its sheath, For work and words will be our weapon The Bantu is our brother, the Arab, and the White man too   But if the enemy violates our frontiers, We will all be ready, weapons in our hands; A people in its faith defying all evil; Young and old, men and women, Death, yes! but not dishonour  ",SEN
SO,"  Every nation has its own flag  Every nation has its own flag  Ours is like the sky without any signs of clouds All of which we have come to love  Oh you White Star, at your service we are Oh you White Star, at your service we are Superior you are, in any part of our land Be famous oh Star, like the sun   On the day you arose, our hearts you have On the day you arose, our hearts you have Purified with pureness  O Allah, do not dim the flag, pray we in this night ",SOM
SR," God be with our Suriname And elevate our lovely land However we came together here We are dedicated to his land Working we keep in mind justice and truth make free All that’s good we should do That gives value to our land   Rise country men, rise The soil of Suriname is calling you Where ever our ancestors came from We should take care of our country We are not afraid to fight God is our leader Our whole life until our death, We will fight for Suriname",SUR
SS,"Oh God! We praise and glorify you For your grace on South Sudan The land of great abundance  Uphold us united in peace and harmony  Oh motherland! Arise! Raise your flag with the guiding star And sing songs of freedom with joy For peace, justice and liberty Shall forever more reign  Oh great warriors! Let us stand up in silence and respect Saluting our martyrs whose blood Cemented our national foundation We vow to protect our nation  So Lord, bless South Sudan!",SSD
ST," Total independence, Glorious song of the people, Total independence, Sacred hymn of combat Dynamism In the national struggle, Eternal oath To the sovereign country of São Tomé and Príncipe  Warriors in the war without weapons, Live flame in the soul of the people, Congregating the sons of the islands Around the Immortal Fatherland  Total independence, total and complete, Building, in progress and peace, With the heroic hands of the people, The happiest nation on earth  Total independence, Glorious song of the people, Total independence, Sacred hymn of combat  Working, struggling, struggling and conquering, We go ahead with giant steps In the crusade of the African peoples, Raising the national flag  Voice of the people, present, present and united, Strong beat in the heart of hope To be a hero in the hour of peril, A hero of the Nation’s resurgence  Total independence, Glorious song of the people, Total independence, Sacred hymn of combat Dynamism In the national struggle, Eternal oath To the sovereign country of São Tomé and Príncipe",STP
SV," Let us salute the motherland, Proud to be called her children To her well-being let us swear Boldly and unceasingly to devote our lives Let us salute the motherland, Proud to be called her children To her well-being let us swear Boldly and unceasingly to devote our lives, our lives, our lives, our lives, our lives  Of peace enjoyed in perfect happiness, El Salvador has always nobly dreamed To achieve this has been her eternal proposition, To keep it, her greatest glory With inviolable faith, she eagerly follows The way of progress In order to fulfil her high destiny And achieve a happy future A stern barrier protects her Against the clash of vile disloyalty, Ever since the day when her lofty banner, In letters of blood, wrote “Freedom”, Wrote “Freedom”, wrote “Freedom”   Freedom is her dogma and her guide; A thousand times she has defended it, And as many times has she repelled The hateful power of atrocious tyranny Her history has been bloody and sad, Yet at the same time sublime and brilliant, A source of legitimate glory And a great lesson in Spartan pride Her innate bravery shall not waver: In every man there is an immortal hero Who knows how to maintain the level Of the proverbial valour of old Valour of old, valour of old   All are self-denying and faithful To the tradition of warlike ardour With which they have always reaped fame By saving the motherland’s honour To respect the rights of others And base her actions on right and justice Is for her, without infamous intrigue, The constant and most firm ambition And in following this line she persists, Dedicating her tenacious efforts In giving hard battle for battle;  Her happiness is found in peace,  Is found in peace, is found in peace ",SLV
SX," Where over the world, say where, You find an island there, So lovely small with nations free With people French and Dutch Though talking English much, As thee Saint Martin in the sea?  O sweet Saint Martin’s Land So bright by beach and strand With sailors on the sea and harbors free Where the chains of mountains green Variously in sunshine sheen  Oh I love thy Paradise, Nature beauty fairly nice Oh I love thy Paradise, Nature beauty fairly nice  How pretty between all green Flamboyants beaming gleam Of flowers red by sunlight set Thy cows and sheep and goats In meadows or on the roads Thy donkeys keen I can’t forget   Thy useful birds in white Their morn and evening flight Like aircrafts-wings in unity Their coming down for food Then turning back to roost Bring home to me their harmony   Saint Martin I like thy name In which Columbus fame And memories of old are closed For me a great delight Thy Southern Cross the night May God the Lord protect thy coast! ",SXM
SY," Defenders of the realm, Peace on you; Our proud spirits will Not be subdued The abode of Arabism, A hallowed sanctuary; The seat of the stars, An inviolable preserve  Syria’s plains are Towers in the heights, Resembling the sky Above the clouds A land resplendant With brilliant suns, Becoming another sky, Or almost a sky",SYR
SZ,"O Lord our God, bestower of the blessings of the Swazi; We give Thee thanks for all our good fortune; We offer thanks and praise for our King And for our fair land, its hills and rivers  Thy blessings be on all rulers of our Country; Might and power are Thine alone; We pray Thee to grant us wisdom without deceit or malice Establish and fortify us, Lord Eternal",SWZ
TC," Oh we salute this land of ours Our country we declare This promised land  With its beauties grand Though small it is our own  Turks and Caicos, Turks and Caicos Our country firm and free Our allegiance, Turks and Caicos We pledge and we affirm  From the east, west, north and south Our banks and oceans meet Surrounding sands and hills of glee Our pristine beauties see   Our people forged and blend With multiplicity Of race and kind and creed and tongue United by our goals   We stand with courage brave To maintain this land of ours With islands scattered here and there With trust in God we stand ",TCA
TD,"  People of Chad, arise and take up the task! You have conquered your soil and won your rights; Your freedom will be born of your courage Lift up your eyes, the future is yours  Oh, my Country, may God protect you, May your neighbours admire your children Joyful, peaceful, advance as you sing, Faithful to your fathers who are watching you ",TCD
TG," Hail to thee, land of our forefathers, Thou who made them strong, peaceful and happy, Cultivating virtue and bravery For posterity Even if tyrants shall come, thy heart yearns towards freedom Togo arise! Let us struggle without faltering Victory or death, but dignity God almighty, Thou alone we exalt You have made Togo prosper People of Togo arise! Let us build the nation  To serve thee in unity  That is the most burning desire of our hearts  Let us shout aloud our motto  That nothing can tarnish  We the only builders of thy happiness and of thy future,  Everywhere let us break chains and treachery,  And we swear to thee for ever faith,  And love, service, untiring zeal,  To make thee yet,  Beloved Togo, a golden example for humanity   Hail, hail to the entire Universe Let us unite our efforts on this immense building site Whence will be reborn anew Great Humanity Everywhere, instead of misery, let us bring happiness Let us chase from the world unruly hatred It’s over with slavery and Captivity At the star of liberty, Let us renew the solidarity Of the Nations in fraternity",TGO
TH,"Thailand embraces in its bosom all people of Thai blood Every inch of Thailand belongs to the Thais It has long maintained its sovereignty, Because the Thais have always been united The Thai people are peace-loving, But they are no cowards at war They shall allow no one to rob them of their independence, Nor shall they suffer tyranny All Thais are ready to give up every drop of blood For the nation’s safety, freedom and progress Hurrah!",THA
TJ," Our beloved country, We are happy to see your pride Let your happiness and prosperity be forever We have reached this day since ancient times, We stand under your flag  Long live my Homeland,  my free Tajikistan!  Your are a symbol of our ancestors’ hope Our honour and dignity, Your are an eternal world for your sons, Your spring will never end, We remain loyal to you   You are a Mother for all of us, Your future is our future, Your meaning is the meaning of our souls and bodies, You give us happiness forever, Because of you, we love the world! ",TJK
TK,"The god of Tokelau The god of villages, the god of Tokelau Do bless Tokelau Carefully tend the peaceful ito My land, your custom Your flag that’s waving Of one mind, stand firm as a foundation Tokelau for the god The god of Tokelau",TKL
TL," Fatherland, fatherland, East Timor our Nation Glory to the people and to the heroes of our liberation  Fatherland, fatherland, East Timor our Nation Glory to the people and to the heroes of our liberation  We vanquish colonialism,  We cry: down with imperialism! Free land, free people,  No, no, no to exploitation  Let us go forward, united, firm and determined In the struggle against imperialism,  The enemy of people, Until final victory,  Onward to revolution",TLS
TM," I am ready to give life for native hearth, The spirit of ancestors descendants are famous for, My land is sacred, My flag flies in the world A symbol of the great neutral country flies  The forever great creation of the people Native land, sovereign state, Turkmenistan, light and song of soul, Long live and prosper for ever and ever!  My nation is united and is veins of tribes Ancestors’ blood, undying flows, Storms and misfortunes of times are not dreadful for us, Let us increase fame and honour! ",TKM
TN," O defenders of the Homeland! Rally around to the glory of our time! The blood surges in our veins, We die for the sake of our land  Let the heavens roar with thunder Let thunderbolts rain with fire Men and youth of Tunisia, Rise up for her might and glory No place for traitors in Tunisia, Only for those who defend her! We live and die loyal to Tunisia, A life of dignity and a death of glory   As a nation we inherited Arms like granite towers Holding aloft our proud flag flying, We boast of it, it boasts of us, Arms that achieve ambitions and glory, Sure to realize our hopes, Inflict defeat on foes, Offer peace to friends   When the people will to live, Destiny must surely respond Oppression shall then vanish Fetters are certain to break ",TUN
TO,"Oh, almighty God! You are our Lord, It is You, the pillar And the love of Tonga  Look down on our prayer That is what we do now And may You answer our wish To protect Tupou",TON
TR," Fear not! For the crimson flag that proudly waves in these dawns, shall never fade, Before the last fiery hearth that is ablaze within my nation burns out And that, is the star of my nation, and it will forever shine; It is mine; and solely belongs to my nation  Frown not, I beseech you, oh thou coy crescent, But smile upon my heroic nation! Why the anger, why the rage? The blood we shed for you will not be worthy otherwise; For freedom is the absolute right of my God-worshipping nation  I have been free since the beginning and forever will be so What madman shall put me in chains! I defy the very idea! I’m like the roaring flood; powerful and independent, I’ll tear apart mountains, exceed all that is known to Man, and still gush out!  The lands of the West may be armored with walls of steel, But I have borders guarded by the mighty chest of a believer Recognize your innate strength! And think: how can this fiery faith ever be killed, By that battered, single-toothed monster you call “civilization”?  My friend! Leave not my homeland to the hands of villainous men! Render your chest as armor! Stop this disgraceful rush! For soon shall be come the day of promised freedom… Who knows? Perhaps tomorrow? Perhaps even sooner!  See not the soil you tread on as mere earth, But think about the thousands beneath you that lie without even shrouds You’re the noble son of a martyr, take shame, hurt not your ancestor! Unhand not, even when you’re promised worlds, this paradise of a homeland  What man would not die for this heavenly piece of land? Martyrs would gush out if you just squeeze the soil! Martyrs! May God take all my loved ones and possessions from me if he will, But may he not deprive me of my one true homeland for the world  O Lord, the sole wish of my heart is that, No infidel’s hand should touch the bosom of my temple These adhans, the shahadah of which is the base of the religion, Shall sound loud over my eternal homeland  Then my tombstone – if there is one – will a thousand times touch its forehead on earth in ecstasy, O Lord, tears of blood flowing out of my every wound, My corpse will gush out from the earth like a spirit, And then, my head will perhaps rise and reach the heavens  So flap and wave like the dawning sky, oh glorious crescent, So that our every last drop of blood may finally be worthy! Neither you nor my nation shall ever be extinguished! For freedom is the absolute right of my ever-free flag; For freedom is the absolute right of my God-worshipping nation!",TUR
TT,"Forged from the love of liberty, In the fires of hope and prayer, With boundless faith in our Destiny, We solemnly declare, Side by side we stand, Islands of the blue Caribbean Sea, This our Native Land, We pledge our lives to Thee, Here every creed and race finds an equal place, And may God bless our Nation, Here every creed and race finds an equal place, And may God bless our Nation",TTO
TV," “Tuvalu for the Almighty” Are the words we hold most dear; For as people or as leaders Of Tuvalu we all share In the knowledge that God Ever rules in heav’n above, And that we in this land Are united in His love We build on a sure foundation When we trust in God’s great law; “Tuvalu for the Almighty” Be our song for evermore!  Let us trust our lives henceforward To the King to whom we pray, With our eyes fixed firmly on Him He is showing us the way “May we reign with Him in glory” Be our song for evermore, for His almighty power Is our strength from shore to shore Shout aloud in jubilation To the King Whom we adore “Tuvalu free and united” Be our song for evermore!",TUV
TW,"“San min chu I”, our aim shall be, To found a free land, world peace be our stand Lead on comrades, vanguards ye are, Hold fast your aim, by sun and star, Be earnest and brave, your country to save, One heart, one soul, one mind, one goal!",TWN
TZ," God Bless Africa Bless its leaders Let Wisdom Unity and Peace be the shield of Africa and its people   Bless Africa, Bless Africa, Bless the children of Africa   God Bless Tanzania Grant eternal Freedom and Unity To its sons and daughters God Bless Tanzania and its People   Bless Tanzania, Bless Tanzania, Bless the children of Tanzania",TZA
UA,"Ukraine’s glory hasn’t perished, nor her freedom Upon us, fellow compatriots, fate shall smile once more Our enemies will vanish, like dew in the morning sun, And we too shall rule, brothers, in a free land of our own  We’ll lay down our souls and bodies to attain our freedom, And we’ll show that we, brothers, are of the Kozak nation We’ll lay down our souls and bodies to attain our freedom, And we’ll show that we, brothers, are of the Kozak nation",UKR
UG," Oh Uganda! may God uphold thee, We lay our future in thy hand United, free, For liberty Together we’ll always stand  Oh Uganda! the land of freedom Our love and labour we give, And with neighbours all At our country’s call In peace and friendship we’ll live  Oh Uganda! the land that feeds us By sun and fertile soil grown For our own dear land, We’ll always stand, The Pearl of Africa’s Crown",UGA
US," Oh, say can you see by the dawn’s early light What so proudly we hailed at the twilight’s last gleaming? Whose broad stripes and bright stars thru the perilous fight, O’er the ramparts we watched were so gallantly streaming? And the rocket’s red glare, the bombs bursting in air, Gave proof thru the night that our flag was still there Oh, say does that star-spangled banner yet wave O’er the land of the free and the home of the brave?  On the shore, dimly seen through the mists of the deep, Where the foe’s haughty host in dread silence reposes, What is that which the breeze, o’er the towering steep, As it fitfully blows, half conceals, half discloses? Now it catches the gleam of the morning’s first beam, In full glory reflected now shines in the stream: ‘Tis the star-spangled banner! Oh long may it wave O’er the land of the free and the home of the brave  And where is that band who so vauntingly swore That the havoc of war and the battle’s confusion, A home and a country should leave us no more! Their blood has washed out of their foul footsteps’ pollution No refuge could save the hireling and slave From the terror of flight and the gloom of the grave: And the star-spangled banner in triumph doth wave O’er the land of the free and the home of the brave  Oh! thus be it ever, when freemen shall stand Between their loved home and the war’s desolation! Blest with victory and peace, may the heav’n rescued land Praise the Power that hath made and preserved us a nation Then conquer we must, when our cause it is just, And this be our motto: “In God is our trust” And the star-spangled banner in triumph shall wave O’er the land of the free and the home of the brave",USA
UY," Eastern landsmen, our country or the grave! Freedom, or with glory to die Eastern landsmen, our country or the grave! Freedom, or with glory to die This is the vow that our souls take And which we know how, courageously, to fulfil, This is the vow that our souls take And which we know how, courageously, to fulfil, Know how to fulfil, This is the vow that our souls take And which we know how, courageously, to fulfil, Know how to fulfil! Know how to fulfil! Know how to fulfil!  Freedom, freedom, eastern landsmen, This cry saved our country, Inflaming its brave men With enthusiasm in fierce battles Freedom, freedom, eastern landsmen, This cry saved our country, Inflaming its brave men With enthusiasm in fierce battles We merited the glory of this sacred gift Let tyrants tremble! Let tyrants tremble! Let tyrants tremble! Ah, in the fight we shall clamour for freedom And, dying still cry for it, And, dying still cry for it, Still cry for it, Still cry for it ",URY
UZ," Stand tall, my free country, good fortune and salvation to you, You yourself a companion to friends, Oh! Loving one! Flourish, Oh! Creator of eternal knowledge and science, May your fame for ever shine bright!  These valleys are golden – my dear Uzbekistan, Our forefathers’ manly spirits your companion! Strenght of great people in turbulent times Made this land the world’s joy!  Oh! Generous Uzbek, your faith will not fade, Free, young generations are your mighty wings! The torch of independence, guardians of peace, Oh! Worthy motherland, flourish and prosper eternally! ",UZB
VA,"O fortunate Rome, O fortunate noble Rome  O fortunate Rome, fortunate and noble Rome  You are the see of Peter, who acts in the place of Christ,  You are the see of Peter, who is the apostle of peace  Pontiff, we will all be with you Pontiff, be the teacher who confirms your brethren  Pontiff, we will all be with you Pontiff, be the teacher who confirms your brethren  Pontiff, our foundation and our strength,  And fisher of men, you are the shepherd of the flock, binding earth and heaven  Peter, you are the are the vicar of Christ upon the earth,  A rock amidst the waves, you are a beacon and the truth  You are the love of Christ, you are the guardian of unity,  Ready defender of liberty; authority is in you  Peter, you are the are the vicar of Christ upon the earth,  A rock amidst the waves, you are a beacon and the truth  You are the love of Christ, you are the guardian of unity,  Ready defender of liberty; authority is in you  O noble Rome, Oh fortunate, noble Rome  div>",VAT
VC," Saint Vincent! Land so beautiful, With joyful hearts we pledge to thee Our loyalty and love, and vow To keep you ever free   Whate’er the future brings, Our faith will see us through May peace reign from shore to shore, And God bless and keep us true  Hairoun! Our fair and blessed Isle, Your mountains high, so clear and green, Are home to me, though I may stray, A haven, calm, serene   Our little sister islands are Those gems, the lovely Grenadines, Upon their seas and golden sands The sunshine ever beams ",VCT
VE," Glory to the brave nation  Which shook off the yoke, Respecting law,  Virtue and honour  Glory to the brave nation  Which shook off the yoke, Respecting law,  Virtue and honour   “Off with the chains! Off with the chains!”  Cried the Lord, cried the Lord,  And the poor man in his hovel  Implored freedom At this holy name,  there trembled The vile selfishness  that had triumphed, At this holy name, At this holy name,  there trembled The vile selfishness  that had triumphed, The vile selfishness  that had triumphed,   Let’s cry out aloud, Let’s cry out aloud: Down with oppression! Down with oppression! Faithful countrymen, your strength Lies in your unity; And from the heavens The supreme Creator Breathed a sublime spirit Into the nation And from the heavens And from the heavens The supreme Creator Breathed a sublime spirit Into the nation Breathed a sublime spirit Into the nation   United by bonds United by bonds Made by heaven, Made by heaven, All America exists As a Nation; And if tyranny Raises its voice, Follow the example Given by Caracas And if tyranny And if tyranny Raises its voice, Follow the example Given by Caracas Follow the example Given by Caracas ",VEN
VG," Out of the huts of history’s pain Our ancestors bled and died But with strength and will power we overcame To restore Virgin Islands pride! To preserve your beauty we devised a plan To retain ownership of your precious lands! Educating your people is the golden key To maintain the success of this Territory!  Oh how radiant are your daughters! And how wealthy are your sons! Your beaches boast your beauty! And your success is second to none! Green and brilliant are your hillsides! They replenish our hopes and pride! Oh Beautiful Virgin Islands! Your qualities can never be denied!  May God richly bless this Territory! May we ask three things of thee, Courage for our great leaders That they may rule our destiny! We ask for wisdom for our people That we may live in harmony! And understanding for our children So they may cherish this legacy! ",VGB
VI," All hail our Virgin Islands Em’ralds of the sea, Where beaches bright with coral sand  And trade winds bless our native land All hail our Virgin Islands, Bathed in waters blue, We give our loyalty,  Full to thee, And pledge allegiance forever true  To thee our Virgin Islands, Loving voices raise A song in praise of brotherhood, Where right makes might to fight for good To thee our Virgin Islands, Haven of the free, We sing our love to thee,  Joyously,  Our own fair islands of liberty  March on oh Virgin Islands,  In the joyful throng, Uphold the right and right the wrong  Where only peace and love belong March on oh Virgin Islands, Democratic land Together hand in hand,  Take your stand,  Forever soldiers in freedom’s band  God bless our Virgin Islands, Humbly now we pray, Where all mankind can join today  In friendly warmth of work and play God bless our Virgin Islands,  Beautiful and tall Beneath a sunny sky,  Hilltops high  Hold out a welcome for one and all",VIR
VN," Soldiers of Vietnam, we go forward, With the one will to save our Fatherland, Our hurried steps are sounding on the long and arduous road Our flag, red with the blood of victory, bears the spirit of our country The distant rumbling of the guns passes over the bodies of our foes Overcoming all hardships, together we build our resistance bases Ceaselessly for the people’s cause let us struggle, Let us hasten to the battle-field! Forward! All together advancing! Our Vietnam is strong, eternal  Soldiers of Vietnam, we go forward! The gold star of our flag in the wind Leading our people, our native land, out of misery and suffering Let us join our efforts in the fight for the building of a new life Let us stand up and break our chains For too long have we swallowed our hatred Let us keep ready for all sacrifices and our life will be radiant Ceaselessly for the people’s cause let us struggle, Let us hasten to the battle-field! Forward! All together advancing! Our Vietnam is strong, eternal",VNM
